,tweet_id,date,time,source,jpg_url,text,name,dog_stage,rating_numerator,rating_denominator,retweet_count,favorite_count,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
32,884925521741709313,2017-07-12,00:01:00,Twitter for iPhone,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Earl,None,12.0,10.0,18502,77212,Italian Greyhound,0.259916,True,American Staffordshire Terrier,0.198451,True,Staffordshire Bullterrier,0.127725,True
33,884876753390489601,2017-07-11,20:47:12,Twitter for iPhone,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,Lola,None,13.0,10.0,5799,27830,Chow,0.822103,True,Norwich Terrier,0.106075,True,Norfolk Terrier,0.0373485,True
34,884562892145688576,2017-07-11,00:00:02,Twitter for iPhone,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Kevin,None,13.0,10.0,4877,24215,Pug,0.5464060000000001,True,French Bulldog,0.404291,True,Brabancon Griffon,0.0440019,True
35,884441805382717440,2017-07-10,15:58:53,Twitter for iPhone,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",None,None,14.0,10.0,5658,26890,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
36,884162670584377345,2017-07-09,21:29:42,Twitter for iPhone,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,doggo,12.0,10.0,2991,20317,German Shepherd,0.707046,True,Malinois,0.199396,True,Norwegian Elkhound,0.0491476,True
37,883838122936631299,2017-07-09,00:00:04,Twitter for iPhone,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Noah,None,12.0,10.0,3445,21826,Doberman,0.610946,True,Miniature Pinscher,0.299603,True,Kelpie,0.0630203,True
38,883482846933004288,2017-07-08,00:28:19,Twitter for iPhone,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Bella,None,5.0,10.0,9971,45796,Golden Retriever,0.943082,True,Labrador Retriever,0.032409,True,Kuvasz,0.00550072,True
39,883360690899218434,2017-07-07,16:22:55,Twitter for iPhone,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,floofer,13.0,10.0,3679,22485,Chow,0.987997,True,Tibetan Mastiff,0.00709872,True,Newfoundland,0.00214033,True
40,883117836046086144,2017-07-07,00:17:54,Twitter for iPhone,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",None,None,13.0,10.0,6677,37094,Golden Retriever,0.949562,True,Labrador Retriever,0.045947900000000014,True,Kuvasz,0.00247094,True
41,882992080364220416,2017-07-06,15:58:11,Twitter for iPhone,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,None,13.0,10.0,3920,23870,Eskimo Dog,0.466778,True,Siberian Husky,0.406044,True,Dingo,0.07341439999999999,False
42,882762694511734784,2017-07-06,00:46:41,Twitter for iPhone,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,pupper,12.0,10.0,4926,28223,Labrador Retriever,0.85005,True,Chesapeake Bay Retriever,0.074257,True,Flat-Coated Retriever,0.015579399999999997,True
43,882627270321602560,2017-07-05,15:48:34,Twitter for iPhone,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Stanley,None,13.0,10.0,6098,27809,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
44,882268110199369728,2017-07-04,16:01:23,Twitter for iPhone,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Alfy,None,13.0,10.0,11618,44834,Golden Retriever,0.762211,True,Labrador Retriever,0.0989849,True,Cocker Spaniel,0.0171995,True
45,882045870035918850,2017-07-04,01:18:17,Twitter for iPhone,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Koko,None,13.0,10.0,4991,29258,Web Site,0.949591,False,Dhole,0.0173258,False,Golden Retriever,0.00694063,True
46,881906580714921986,2017-07-03,16:04:48,Twitter for iPhone,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Rey,None,12.0,10.0,3402,24222,Weimaraner,0.291539,True,Chesapeake Bay Retriever,0.278966,True,Koala,0.12701700000000002,False
47,881666595344535552,2017-07-03,00:11:11,Twitter for iPhone,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,None,13.0,10.0,10696,50403,Saluki,0.529012,True,Afghan Hound,0.25000300000000003,True,Golden Retriever,0.16073900000000002,True
48,881536004380872706,2017-07-02,15:32:16,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",None,pupper,14.0,10.0,16020,49287,Samoyed,0.281463,True,Angora,0.272066,False,Persian Cat,0.114854,False
49,881268444196462592,2017-07-01,21:49:04,Twitter for iPhone,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,Elliot,None,12.0,10.0,5171,22999,Tusker,0.473303,False,Indian Elephant,0.245646,False,Ibex,0.0556607,False
50,880935762899988482,2017-06-30,23:47:07,Twitter for iPhone,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Louis,None,13.0,10.0,2786,16958,Street Sign,0.251801,False,Umbrella,0.115123,False,Traffic Light,0.0695338,False
51,880872448815771648,2017-06-30,19:35:32,Twitter for iPhone,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,None,None,12.0,10.0,3831,21223,Pembroke,0.791416,True,Norwich Terrier,0.0613929,True,Chihuahua,0.0337257,True
52,880465832366813184,2017-06-29,16:39:47,Twitter for iPhone,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,None,12.0,10.0,6296,28433,Golden Retriever,0.913255,True,Labrador Retriever,0.0263286,True,Cocker Spaniel,0.00937082,True
53,880221127280381952,2017-06-29,00:27:25,Twitter for iPhone,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,None,12.0,10.0,4244,26992,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525803,True
54,880095782870896641,2017-06-28,16:09:20,Twitter for iPhone,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,None,None,11.0,10.0,4370,27544,Miniature Pinscher,0.120298,True,Rhodesian Ridgeback,0.106395,True,Beagle,0.106073,True
55,879862464715927552,2017-06-28,00:42:13,Twitter for iPhone,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,None,13.0,10.0,3505,22250,Basset,0.813507,True,Beagle,0.146654,True,Cocker Spaniel,0.00948502,True
56,879492040517615616,2017-06-27,00:10:17,Twitter for iPhone,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,None,12.0,10.0,3194,23337,German Short-Haired Pointer,0.479896,True,Vizsla,0.124353,True,Bath Towel,0.0733202,False
57,879415818425184262,2017-06-26,19:07:24,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,None,13.0,10.0,44319,105589,English Springer,0.383404,True,Boston Bull,0.134967,True,Cardigan,0.110481,True
58,879376492567855104,2017-06-26,16:31:08,Twitter for iPhone,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,None,12.0,10.0,3129,16720,Tricycle,0.663601,False,Labrador Retriever,0.0334961,True,Pembroke,0.0188266,True
59,879050749262655488,2017-06-25,18:56:45,Twitter for iPhone,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,Steven,None,11.0,10.0,4729,22515,Tabby,0.311861,False,Window Screen,0.169123,False,Egyptian Cat,0.132932,False
60,879008229531029506,2017-06-25,16:07:47,Twitter for iPhone,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Beau,None,13.0,10.0,2702,18913,Vizsla,0.960513,True,Miniature Pinscher,0.00943065,True,American Staffordshire Terrier,0.0087113,True
61,878776093423087618,2017-06-25,00:45:22,Twitter for iPhone,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Snoopy,puppo,13.0,10.0,4149,19363,Italian Greyhound,0.734684,True,Whippet,0.15048699999999998,True,Ibizan Hound,0.0397246,True
62,878281511006478336,2017-06-23,16:00:04,Twitter for iPhone,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,None,13.0,10.0,1300,7739,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.12850699999999998,True
63,878057613040115712,2017-06-23,01:10:23,Twitter for iPhone,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,None,14.0,10.0,6867,41925,French Bulldog,0.839097,True,Boston Bull,0.07879939999999999,True,Toy Terrier,0.0152434,True
64,877736472329191424,2017-06-22,03:54:17,Twitter for iPhone,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Aja,None,13.0,10.0,19216,79721,Chesapeake Bay Retriever,0.8379559999999999,True,Labrador Retriever,0.0620342,True,Weimaraner,0.0405991,True
65,877556246731214848,2017-06-21,15:58:08,Twitter for iPhone,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,None,12.0,10.0,3836,22696,Basset,0.995368,True,Welsh Springer Spaniel,0.00193621,True,Bathtub,0.000467919,False
66,877316821321428993,2017-06-21,00:06:44,Twitter for iPhone,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Dante,None,13.0,10.0,5195,27305,Saluki,0.5099670000000001,True,Italian Greyhound,0.0904973,True,Golden Retriever,0.0794058,True
67,877201837425926144,2017-06-20,16:29:50,Twitter for iPhone,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Nelly,None,12.0,10.0,5623,27074,Pembroke,0.93112,True,Cardigan,0.0686982,True,Basenji,8.17379e-05,True
68,876838120628539392,2017-06-19,16:24:33,Twitter for iPhone,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,Ginger,pupper,12.0,10.0,3372,20619,Bloodhound,0.575751,True,Redbone,0.24097,True,Tibetan Mastiff,0.08893480000000001,True
69,876484053909872640,2017-06-18,16:57:37,Twitter for iPhone,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Benedict,None,13.0,10.0,2411,18723,Golden Retriever,0.874566,True,Irish Terrier,0.0373542,True,Chow,0.016723599999999998,True
